1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
4503,Gengroup Inc,,,2024-03-06 16:31:51,'2024-03-06 16:31:51'),Other,general,0,0,0
4504,JDGS Investments Inc,,,2024-03-06 16:31:52,'2024-03-06 16:31:52'),Other,general,0,0,0
4505,TM Investments Management Cor,,,2024-03-06 16:31:52,'2024-03-06 16:31:52'),Other,general,0,0,0
4506,Gardwhit Holdings Inc,,,2024-03-06 16:31:52,'2024-03-06 16:31:52'),Private Lender,general,0,0,0
4507,1000150689 Ontario Inc,,,2024-03-06 16:31:53,'2024-03-06 16:31:53'),Other,general,0,0,0
4508,Right Angle Inc,,,2024-03-06 16:31:53,'2024-03-06 16:31:53'),Other,general,0,0,0
4509,Sleepy Hollow Country Club Inc,,,2024-03-06 16:31:53,'2024-03-06 16:31:53'),Other,general,0,0,0
4510,1632370 Ontario Inc,,,2024-03-06 16:31:54,'2024-03-06 16:31:54'),Other,general,0,0,0
4511,1373077 Ontario Inc,,,2024-03-06 16:31:54,'2024-03-06 16:31:54'),Other,general,0,0,0
4512,1088544 Ontario Ltd,,,2024-03-06 16:31:54,'2024-03-06 16:31:54'),Major Bank,general,0,0,0
4513,Awawa Holdings Inc,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Private Lender,general,0,0,0
4514,2643068 Ontario Inc,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Other,general,0,0,0
4515,930297 Ontario Ltd,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Major Bank,general,0,0,0
4516,Hullmark (1071 King West) LP,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Other,general,0,0,0
4517,1071 KG Inc,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Other,general,0,0,0
4518,WBTO 1071 King W Inc,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Other,general,0,0,0
4519,"Urban Properties Corporation, in Trust",,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Trust Company,general,0,0,0
4520,1879784 Ontario Inc,,,2024-03-06 16:31:56,'2024-03-06 16:31:56'),Other,general,0,0,0
4521,2047909 Ontario Ltd,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Major Bank,general,0,0,0
4522,RC Lawrence Plaza Inc,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Other,general,0,0,0
4523,Lawrence Plaza Equities Inc,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Other,general,0,0,0
4524,Edward Kurtz Holdings Ltd,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Major Bank,general,0,0,0
4525,1000150698 Ontario Inc,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Other,general,0,0,0
4526,Kingary Developments Ltd,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Major Bank,general,0,0,0
4527,Calapa Farms Ltd,,,2024-03-06 16:31:58,'2024-03-06 16:31:58'),Major Bank,agricultural,0,0,0
4528,JFA Speedworks Inc,,,2024-03-06 16:32:00,'2024-03-06 16:32:00'),Other,general,0,0,0
4529,2399747 Ontario Inc,,,2024-03-06 16:32:00,'2024-03-06 16:32:00'),Other,general,0,0,0
4530,1534861 Ontario Inc,,,2024-03-06 16:32:00,'2024-03-06 16:32:00'),Other,general,0,0,0
4531,Plumbing &amp; Heating - Turner Ltd,,,2024-03-06 16:32:01,'2024-03-06 16:32:01'),Major Bank,general,0,0,0
4532,Amcan Business Development Inc,,,2024-03-06 16:32:01,'2024-03-06 16:32:01'),Development Company,general,0,0,0
4533,Laluna Restaurant Ltd,,,2024-03-06 16:32:01,'2024-03-06 16:32:01'),Major Bank,general,0,0,0
4534,Lakeside Vineyard 89 Niagara Inc,,,2024-03-06 16:32:02,'2024-03-06 16:32:02'),Other,general,0,0,0
4535,2133179 Ontario Inc,,,2024-03-06 16:32:02,'2024-03-06 16:32:02'),Other,general,0,0,0
4536,1023569 Ontario Inc,,,2024-03-06 16:32:02,'2024-03-06 16:32:02'),Other,general,0,0,0
4537,BPO (Ontario Core) Ltd,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Major Bank,general,0,0,0
4538,Crehoy Inc,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Other,commercial,0,0,1
4539,BPR (Ontario Core) Ltd,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Major Bank,general,0,0,0
4540,AK Mulock Inc,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Other,general,0,0,0
4541,10261866 Canada Inc,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Other,general,0,0,0
4542,8976422 Canada Inc,,,2024-03-09 13:48:27,'2024-03-09 13:48:27'),Other,general,0,0,0
4543,1587180 Ontario Inc,,,2024-03-09 13:48:28,'2024-03-09 13:48:28'),Other,general,0,0,0
4544,Tradicon Cor,,,2024-03-09 13:48:28,'2024-03-09 13:48:28'),Other,general,0,0,0
4545,1101355 Ontario Inc,,,2024-03-09 13:48:29,'2024-03-09 13:48:29'),Other,general,0,0,0
4546,1393103 Ontario Inc,,,2024-03-09 13:48:29,'2024-03-09 13:48:29'),Other,general,0,0,0
4547,2548274 Ontario Inc,,,2024-03-09 13:48:29,'2024-03-09 13:48:29'),Other,general,0,0,0
4548,180 Duncan Mill Cor,,,2024-03-09 13:48:30,'2024-03-09 13:48:30'),Other,general,0,0,0
4549,Halmont Properties Cor,,,2024-03-09 13:48:30,'2024-03-09 13:48:30'),Development Company,general,0,0,0
4550,2521914 Ontario Inc,,,2024-03-09 13:48:31,'2024-03-09 13:48:31'),Other,general,0,0,0
4551,Jacob Hoover (2022) Inc,,,2024-03-09 13:48:31,'2024-03-09 13:48:31'),Other,general,0,0,0
4552,Diamond Estates Wines &amp; Spirits Ltd,,,2024-03-09 13:48:32,'2024-03-09 13:48:32'),Major Bank,general,0,0,0
4553,Perdy Building Cor,,,2024-03-09 13:48:32,'2024-03-09 13:48:32'),Other,general,0,0,0
4554,LT Realties Inc,,,2024-03-09 13:48:33,'2024-03-09 13:48:33'),Other,general,0,0,0
4555,2845468 Ontario Ltd,,,2024-03-09 13:48:33,'2024-03-09 13:48:33'),Major Bank,general,0,0,0
4556,10743186 Canada Cor,,,2024-03-09 13:48:33,'2024-03-09 13:48:33'),Other,general,0,0,0
4557,Trotwood Investments Inc,,,2024-03-09 13:48:34,'2024-03-09 13:48:34'),Other,general,0,0,0
4558,Village of Avonlea Ltd,,,2024-03-09 13:48:35,'2024-03-09 13:48:35'),Major Bank,general,0,0,0
4559,Strandherd Road Inc,,,2024-03-09 13:48:35,'2024-03-09 13:48:35'),Other,general,0,0,0
4560,Windsor Credit Union Ltd,,,2024-03-09 13:48:35,'2024-03-09 13:48:35'),Major Bank,commercial,0,0,1
4561,SDC Realty Cor,,,2024-03-09 13:48:36,'2024-03-09 13:48:36'),Other,general,0,0,0
4562,572878 Ontario Ltd,,,2024-03-09 13:48:36,'2024-03-09 13:48:36'),Major Bank,general,0,0,0
4563,Best Hospitality Ltd,,,2024-03-09 13:48:36,'2024-03-09 13:48:36'),Major Bank,hospitality,0,0,0
4564,10029483 Canada Inc,,,2024-03-09 13:48:37,'2024-03-09 13:48:37'),Other,general,0,0,0
4565,1529749 Ontario Inc,,,2024-03-09 13:48:37,'2024-03-09 13:48:37'),Other,general,0,0,0
4566,1918076 Ontario Inc,,,2024-03-09 13:48:38,'2024-03-09 13:48:38'),Other,general,0,0,0
4567,The Commisso Trust,,,2024-03-09 13:48:38,'2024-03-09 13:48:38'),Trust Company,general,0,0,0
4568,The Vistol Inc,,,2024-03-09 13:48:38,'2024-03-09 13:48:38'),Other,general,0,0,0
4569,1680 Bloor Street West Ltd,,,2024-03-09 13:48:39,'2024-03-09 13:48:39'),Major Bank,general,0,0,0
4570,2717280 Ontario Inc,,,2024-03-09 13:48:39,'2024-03-09 13:48:39'),Other,general,0,0,0
4571,Sufi Properties Ltd,,,2024-03-09 13:48:39,'2024-03-09 13:48:39'),Major Bank,general,0,0,0
4572,Akleh Investments Ltd,,,2024-03-09 13:48:39,'2024-03-09 13:48:39'),Major Bank,general,0,0,0
4573,Skale Capital Inc,,,2024-03-09 13:48:40,'2024-03-09 13:48:40'),Private Lender,general,0,0,0
4574,D &amp; J Thacker Holdings Ltd,,,2024-04-15 20:57:05,'2024-04-15 20:57:05'),Major Bank,general,0,0,0
4575,DC Holdings Ltd,,,2024-04-15 20:57:06,'2024-04-15 20:57:06'),Major Bank,general,0,0,0
4576,Holloway Trading Cor,,,2024-04-15 20:57:06,'2024-04-15 20:57:06'),Other,general,0,0,0
4577,Township of Warwick Economic Development Cor,,,2024-04-15 20:57:07,'2024-04-15 20:57:07'),Private Lender,general,0,0,0
4578,CCF Inc,,,2024-04-15 20:57:08,'2024-04-15 20:57:08'),Other,general,0,0,0
4579,579813 Ontario Inc,,,2024-04-15 20:57:10,'2024-04-15 20:57:10'),Other,general,0,0,0
4580,Envirozone Ltd,,,2024-04-15 20:57:10,'2024-04-15 20:57:10'),Major Bank,general,0,0,0
4581,Shoreham Investments Ltd,,,2024-04-15 20:57:11,'2024-04-15 20:57:11'),Major Bank,general,0,0,0
4582,1869472 Ontario Inc,,,2024-04-15 20:57:11,'2024-04-15 20:57:11'),Other,general,0,0,0
4583,Lorraine MacDonald,,,2024-04-15 20:57:11,'2024-04-15 20:57:11'),Other,general,0,0,0
4584,2160882 Ontario Ltd,,,2024-04-15 20:57:12,'2024-04-15 20:57:12'),Major Bank,general,0,0,0
4585,Southwest Regional Credit Union Ltd,,,2024-04-15 20:57:13,'2024-04-15 20:57:13'),Major Bank,commercial,0,0,1
4586,Poros &amp; Ceres Inc,,,2024-04-15 20:57:14,'2024-04-15 20:57:14'),Other,general,0,0,0
4587,2724582 Ontario Inc,,,2024-04-15 20:57:15,'2024-04-15 20:57:15'),Other,general,0,0,0
4588,Ozel Holdings Ltd,,,2024-04-15 20:57:15,'2024-04-15 20:57:15'),Major Bank,general,0,0,0
4589,1772896 Ontario Inc,,,2024-04-15 20:57:17,'2024-04-15 20:57:17'),Other,general,0,0,0
4590,1338286 Ontario Ltd,,,2024-04-15 20:57:17,'2024-04-15 20:57:17'),Major Bank,general,0,0,0
4591,Farm Credit Corporatio,,,2024-04-15 20:57:20,'2024-04-15 20:57:20'),Other,commercial|agricultural,0,0,1
4592,CMI High-Yeild Opportunity Fund Cor,,,2024-04-15 20:57:21,'2024-04-15 20:57:21'),Other,general,0,0,0
4593,The Corporation of the City of Kawartha Lake,,,2024-04-15 20:57:22,'2024-04-15 20:57:22'),Other,general,0,0,0
4594,1639606 Ontario Ltd,,,2024-04-16 02:20:55,'2024-04-16 02:20:55'),Major Bank,general,0,0,0
4595,2718769 Ontario Inc,,,2024-04-16 02:20:55,'2024-04-16 02:20:55'),Other,general,0,0,0
4596,Baikinson Land Cor,,,2024-04-16 02:20:55,'2024-04-16 02:20:55'),Other,land,1,0,0
4597,Coilplus Canada Inc,,,2024-04-16 02:20:55,'2024-04-16 02:20:55'),Other,general,0,0,0
4598,15693829 Canada Inc,,,2024-04-16 02:20:55,'2024-04-16 02:20:55'),Other,general,0,0,0
4599,KK 28 Inc,,,2024-04-16 02:20:56,'2024-04-16 02:20:56'),Other,general,0,0,0
4600,Hyo &amp; Yoon Investment Inc,,,2024-04-16 02:20:57,'2024-04-16 02:20:57'),Other,general,0,0,0
4601,Willow Creek Golf Clu,,,2024-04-16 02:20:57,'2024-04-16 02:20:57'),Other,commercial,0,0,1
4602,Mavridis Holdings Ltd,,,2024-04-16 02:20:58,'2024-04-16 02:20:58'),Major Bank,general,0,0,0
4603,University &amp; Curry Inc,,,2024-04-16 02:20:58,'2024-04-16 02:20:58'),Other,general,0,0,0
4604,Canadian Imperial Bank Commerce,,,2024-04-16 02:20:59,'2024-04-16 02:20:59'),Major Bank,general,0,0,0
4605,2399681 Ontario Inc,,,2024-04-16 02:20:59,'2024-04-16 02:20:59'),Other,general,0,0,0
4606,Todoc Construction Ltd,,,2024-04-16 02:21:00,'2024-04-16 02:21:00'),Major Bank,construction,0,1,0
4607,Niagara Industrial Mall Ltd,,,2024-04-16 02:21:00,'2024-04-16 02:21:00'),Major Bank,industrial,0,0,0
4608,Chiaravalle Developments Inc,,,2024-04-16 02:21:00,'2024-04-16 02:21:00'),Development Company,general,0,0,0
4609,NRT Canada Inc,,,2024-04-16 02:21:01,'2024-04-16 02:21:01'),Other,general,0,0,0
4610,RioCan Financial Services Ltd,,,2024-04-16 02:21:02,'2024-04-16 02:21:02'),Major Bank,general,0,0,0
4611,2500603 Ontario Inc,,,2024-04-16 02:21:02,'2024-04-16 02:21:02'),Other,general,0,0,0
4612,KStone Investment Cor,,,2024-04-16 02:21:02,'2024-04-16 02:21:02'),Other,general,0,0,0
4613,Rollins Investments Inc,,,2024-04-16 02:21:03,'2024-04-16 02:21:03'),Other,general,0,0,0
4614,Orangeco Ltd,,,2024-04-16 02:21:04,'2024-04-16 02:21:04'),Major Bank,general,0,0,0
4615,Desjardins Financial Security Life Assurance Company,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Credit Union,general,0,0,0
4616,2450047 Ontario Inc,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Other,general,0,0,0
4617,Argo (West Morrison Creek) Ltd,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Major Bank,commercial,0,0,1
4618,Allison Greenwood Auto Wreckers Ltd,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Major Bank,general,0,0,0
4619,2472531 Ontario Inc,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Other,general,0,0,0
4620,Di Profio Wines Ltd,,,2024-05-13 13:43:48,'2024-05-13 13:43:48'),Major Bank,general,0,0,0
4621,Terry Dixo,,,2024-05-13 13:43:49,'2024-05-13 13:43:49'),Other,general,0,0,0
4622,Mario &amp; Julie Testa,,,2024-05-13 13:43:49,'2024-05-13 13:43:49'),Other,general,0,0,0
4623,Zhenfa Huang,,,2024-05-13 13:43:49,'2024-05-13 13:43:49'),Other,general,0,0,0
4624,Bluegrove Investments Inc,,,2024-06-01 15:59:13,'2024-06-01 15:59:13'),Other,general,0,0,0
4625,5 Malley Road Inc,,,2024-06-01 15:59:14,'2024-06-01 15:59:14'),Other,general,0,0,0
4626,440136 BC Ltd,,,2024-06-01 15:59:14,'2024-06-01 15:59:14'),Major Bank,general,0,0,0
4627,Trenval Business Development Cor,,,2024-06-01 15:59:14,'2024-06-01 15:59:14'),Development Company,general,0,0,0
4628,Polocorp Inc,,,2024-06-01 15:59:15,'2024-06-01 15:59:15'),Other,general,0,0,0
4629,Bosrand Farms Ltd,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),Major Bank,agricultural,0,0,0
4630,Chanraj Development Inc,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),Development Company,general,0,0,0
4631,The Corporation of the City of Welland,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),Other,land,1,0,0
4632,Neamsby Investments Inc,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),Other,general,0,0,0
4633,1334480 Ontario Inc,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),Other,general,0,0,0
4634,QTEK Holdings Ltd,,,2024-06-01 15:59:17,'2024-06-01 15:59:17'),Major Bank,general,0,0,0
4635,H &amp; H Construction Inc,,,2024-06-01 15:59:17,'2024-06-01 15:59:17'),Other,construction,0,1,0
4636,Northbury Hotels Ltd,,,2024-06-01 15:59:17,'2024-06-01 15:59:17'),Major Bank,hospitality,0,0,0
4637,Wells Gordon Ltd,,,2024-06-01 15:59:18,'2024-06-01 15:59:18'),Major Bank,general,0,0,0
4638,Daimler Truck Financial Services Canada Cor,,,2024-06-01 15:59:18,'2024-06-01 15:59:18'),Credit Union,general,0,0,0
4639,Angus Glen North West Inc,,,2024-06-01 15:59:19,'2024-06-01 15:59:19'),Other,general,0,0,0
4640,1000139908 Ontario Inc,,,2024-06-01 15:59:20,'2024-06-01 15:59:20'),Other,general,0,0,0
4641,Interstate Realty Inc,,,2024-06-01 15:59:20,'2024-06-01 15:59:20'),Other,general,0,0,0
4642,Baldwin Cartage Ltd,,,2024-06-01 15:59:20,'2024-06-01 15:59:20'),Major Bank,general,0,0,0
4643,Fisher-Kay Ltd,,,2024-06-01 15:59:20,'2024-06-01 15:59:20'),Major Bank,general,0,0,0
4644,Kevin Barker Auctions Ltd,,,2024-06-01 15:59:21,'2024-06-01 15:59:21'),Major Bank,general,0,0,0
4645,2696076 Ontario Inc,,,2024-06-01 15:59:21,'2024-06-01 15:59:21'),Other,general,0,0,0
4646,Forourfamilies Cor,,,2024-06-01 15:59:27,'2024-06-01 15:59:27'),Other,general,0,0,0
4647,Killam Properties SGP Ltd,,,2024-06-01 15:59:28,'2024-06-01 15:59:28'),Major Bank,general,0,0,0
4648,140 Springhurst Ave Inc,,,2024-06-01 15:59:28,'2024-06-01 15:59:28'),Other,general,0,0,0
4649,1855838 Ontario Inc,,,2024-06-01 16:41:07,'2024-06-01 16:41:07'),Other,general,0,0,0
4650,Roma Club of Leamingto,,,2024-06-01 16:41:07,'2024-06-01 16:41:07'),Other,general,0,0,0
4651,Matanda Homes Ltd,,,2024-06-01 16:41:08,'2024-06-01 16:41:08'),Major Bank,general,0,0,0
4652,Kizashi Capital Inc,,,2024-06-01 16:41:08,'2024-06-01 16:41:08'),Private Lender,general,0,0,0
4653,Her Majesty the Queen in Right of the Province of Ontario,,,2024-06-01 16:41:09,'2024-06-01 16:41:09'),Other,general,0,0,0
4654,MacDonald-Cartier Development Ltd,,,2024-06-01 16:41:10,'2024-06-01 16:41:10'),Major Bank,general,0,0,0
4655,Glandine Farms Ltd,,,2024-06-01 16:41:10,'2024-06-01 16:41:10'),Major Bank,land|agricultural,1,0,0
4656,A. Tulloch Holdings Ltd,,,2024-06-01 16:41:10,'2024-06-01 16:41:10'),Major Bank,general,0,0,0
4657,1337925 BC Ltd,,,2024-06-01 16:41:10,'2024-06-01 16:41:10'),Major Bank,general,0,0,0
4658,Kingsford Management Inc,,,2024-06-01 16:41:11,'2024-06-01 16:41:11'),Other,general,0,0,0
4659,Rehearsal Factory Inc,,,2024-06-01 16:41:12,'2024-06-01 16:41:12'),Other,general,0,0,0
4660,Ancon Investments Inc,,,2024-06-01 16:41:12,'2024-06-01 16:41:12'),Other,general,0,0,0
4661,1864596 Ontario Inc,,,2024-06-01 17:35:44,'2024-06-01 17:35:44'),Other,general,0,0,0
4662,MBH Property Management Inc,,,2024-06-01 17:35:44,'2024-06-01 17:35:44'),Development Company,general,0,0,0
4663,2639935 Ontario Inc,,,2024-06-01 17:35:45,'2024-06-01 17:35:45'),Other,general,0,0,0
4664,1000758711 Ontario Inc and 5 other,,,2024-06-01 17:35:46,'2024-06-01 17:35:46'),Other,general,0,0,0
4665,Stone Ridge Lending Inc,,,2024-06-01 17:35:47,'2024-06-01 17:35:47'),Other,general,0,0,0
4666,The Solidity Group Mortgage Investment Cor,,,2024-06-01 17:35:47,'2024-06-01 17:35:47'),Private Lender,residential,0,0,0
4667,Lakeside Village Park &amp; Motel Ltd,,,2024-06-01 17:35:47,'2024-06-01 17:35:47'),Major Bank,hospitality,0,0,0
4668,Maple Lane Holdings Ltd,,,2024-06-01 17:35:48,'2024-06-01 17:35:48'),Major Bank,general,0,0,0
4669,Adi Development Group Inc,,,2024-06-01 17:35:48,'2024-06-01 17:35:48'),Development Company,general,0,0,0
4670,1111 Investments Inc,,,2024-06-01 17:35:51,'2024-06-01 17:35:51'),Other,general,0,0,0
4671,Aljac Farms Inc,,,2024-06-01 20:18:02,'2024-06-01 20:18:02'),Other,agricultural,0,0,0
4672,Bonis Capital Inc,,,2024-06-01 20:18:02,'2024-06-01 20:18:02'),Private Lender,general,0,0,0
4673,2486798 Ontario Ltd,,,2024-06-01 20:18:03,'2024-06-01 20:18:03'),Major Bank,general,0,0,0
4674,1472574 Ontario Ltd,,,2024-06-01 20:18:04,'2024-06-01 20:18:04'),Major Bank,general,0,0,0
4675,Alyan Property Management Inc,,,2024-06-01 20:18:07,'2024-06-01 20:18:07'),Development Company,general,0,0,0
4676,Alyans Property Management Inc,,,2024-06-01 20:18:07,'2024-06-01 20:18:07'),Development Company,general,0,0,0
4677,MS Smith (2014) Ltd,,,2024-06-01 20:18:07,'2024-06-01 20:18:07'),Major Bank,general,0,0,0
4678,862098 Ontario Ltd,,,2024-06-01 20:18:07,'2024-06-01 20:18:07'),Major Bank,general,0,0,0
4679,Phoenix Mortgage Inc,,,2024-06-01 20:18:08,'2024-06-01 20:18:08'),Other,residential,0,0,0
4680,TVH Diversified Holdings Inc,,,2024-06-01 20:18:08,'2024-06-01 20:18:08'),Private Lender,general,0,0,0
4681,1138211 Ontario Inc,,,2024-06-01 20:18:09,'2024-06-01 20:18:09'),Other,general,0,0,0
4682,1407659 Ontario Inc and 17 other,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Other,general,0,0,0
4683,1394706 Ontario Inc,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Other,general,0,0,0
4684,2815608 Ontario Inc,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Other,general,0,0,0
4685,Wilem Financial Inc,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Credit Union,general,0,0,0
4686,7017821 Canada Inc,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Other,general,0,0,0
4687,Welland Forge Land Cor,,,2024-06-03 16:40:04,'2024-06-03 16:40:04'),Other,land,1,0,0
4688,2016844 Ontario Ltd,,,2024-06-03 16:40:05,'2024-06-03 16:40:05'),Major Bank,general,0,0,0
4689,Escalade Property Cor,,,2024-06-03 16:40:06,'2024-06-03 16:40:06'),Development Company,general,0,0,0
4690,Fairhaven Investments Inc,,,2024-06-03 16:40:07,'2024-06-03 16:40:07'),Other,general,0,0,0
4691,Harrison Tool &amp; Services Inc,,,2024-06-03 16:40:07,'2024-06-03 16:40:07'),Other,general,0,0,0
4692,Dundas &amp; Claremont Holdings Inc,,,2024-06-03 16:40:07,'2024-06-03 16:40:07'),Private Lender,general,0,0,0
4693,Glenhazel Inc,,,2024-06-03 16:40:07,'2024-06-03 16:40:07'),Other,general,0,0,0
4694,822404 Ontario Inc,,,2024-06-03 16:40:07,'2024-06-03 16:40:07'),Other,general,0,0,0
4695,Minto Communities Inc,,,2024-06-03 16:40:08,'2024-06-03 16:40:08'),Other,general,0,0,0
4696,Thomas Cavanagh Construction Ltd,,,2024-06-03 16:40:08,'2024-06-03 16:40:08'),Major Bank,construction,0,1,0
4697,12279266 Canada Inc,,,2024-06-03 16:40:08,'2024-06-03 16:40:08'),Other,general,0,0,0
4698,Consortia Equity Capital Ltd,,,2024-06-03 16:40:08,'2024-06-03 16:40:08'),Major Bank,general,0,0,0
4699,Invivo Investments Ltd,,,2024-06-03 16:40:09,'2024-06-03 16:40:09'),Major Bank,general,0,0,0
4700,1589680 Ontario Inc,,,2024-06-03 16:40:09,'2024-06-03 16:40:09'),Other,general,0,0,0
4701,Niagara Hospitality Hotels Inc,,,2024-06-03 16:40:09,'2024-06-03 16:40:09'),Other,hospitality,0,0,0
4702,Muskoka Bay Ltd,,,2024-06-03 16:40:10,'2024-06-03 16:40:10'),Major Bank,general,0,0,0
4703,Beneva Inc,,,2024-06-03 16:40:15,'2024-06-03 16:40:15'),Other,general,0,0,0
4704,The Empire Life Insurance Co,,,2024-06-03 16:40:15,'2024-06-03 16:40:15'),Insurance Company,general,0,0,0
4705,Snyder Farms Ltd,,,2024-06-03 16:40:16,'2024-06-03 16:40:16'),Major Bank,agricultural,0,0,0
4706,Wanless Properties Ltd,,,2024-06-03 16:40:16,'2024-06-03 16:40:16'),Major Bank,general,0,0,0
4707,1735010 Ontario Inc,,,2024-06-03 21:37:07,'2024-06-03 21:37:07'),Other,general,0,0,0
4708,1000330142 Ontario Ltd,,,2024-06-03 21:37:08,'2024-06-03 21:37:08'),Major Bank,general,0,0,0
4709,Clarence Street Developments Inc,,,2024-06-03 21:37:08,'2024-06-03 21:37:08'),Development Company,general,0,0,0
4710,1992271 Ontario Inc,,,2024-06-03 21:37:09,'2024-06-03 21:37:09'),Other,general,0,0,0
4711,1984601 Ontario Inc,,,2024-06-03 21:37:09,'2024-06-03 21:37:09'),Other,general,0,0,0
4712,Blue Chip Services Inc,,,2024-06-03 21:37:10,'2024-06-03 21:37:10'),Other,general,0,0,0
4713,1576704 Ontario Ltd,,,2024-06-03 21:37:10,'2024-06-03 21:37:10'),Major Bank,general,0,0,0
4714,Napa Flats Lakefield Inc,,,2024-06-03 21:37:10,'2024-06-03 21:37:10'),Other,general,0,0,0
4715,Ginko Mortgage Investment Cor,,,2024-06-03 21:37:10,'2024-06-03 21:37:10'),Private Lender,residential,0,0,0
4716,506264 Ontario Ltd,,,2024-06-03 21:37:12,'2024-06-03 21:37:12'),Major Bank,general,0,0,0
4717,Okflavor Inc,,,2024-06-03 21:37:12,'2024-06-03 21:37:12'),Other,general,0,0,0
4718,Stewart Webb &amp; Sons Ltd,,,2024-06-03 21:37:12,'2024-06-03 21:37:12'),Major Bank,general,0,0,0
4719,1370835 Ontario Inc,,,2024-06-03 21:37:12,'2024-06-03 21:37:12'),Other,general,0,0,0
4720,Ecofrost Supplies Inc,,,2024-06-03 21:37:13,'2024-06-03 21:37:13'),Other,general,0,0,0
4721,2206952 Ontario Inc,,,2024-06-03 21:37:13,'2024-06-03 21:37:13'),Other,general,0,0,0
4722,1000331807 Ontario Inc,,,2024-06-03 21:37:13,'2024-06-03 21:37:13'),Other,general,0,0,0
4723,North Albany Lodge Inc,,,2024-06-03 21:37:15,'2024-06-03 21:37:15'),Other,general,0,0,0
4724,Kelmar Leasing Inc,,,2024-06-04 11:21:14,'2024-06-04 11:21:14'),Other,general,0,0,0
4725,Riverrock Mortgage Investment Cor,,,2024-06-04 11:21:14,'2024-06-04 11:21:14'),Private Lender,residential,0,0,0
4726,Henry EM Martin Inc,,,2024-06-04 11:21:14,'2024-06-04 11:21:14'),Other,general,0,0,0
4727,LW Holdings Ltd,,,2024-06-04 11:21:15,'2024-06-04 11:21:15'),Major Bank,general,0,0,0
4728,Port Welding Ltd,,,2024-06-04 11:21:15,'2024-06-04 11:21:15'),Major Bank,general,0,0,0
4729,1366687 Ontario Inc,,,2024-06-04 11:21:15,'2024-06-04 11:21:15'),Other,general,0,0,0
4730,Paris Building Centre Ltd,,,2024-06-04 11:21:15,'2024-06-04 11:21:15'),Major Bank,general,0,0,0
4731,Elite Holdings Cor,,,2024-06-04 11:21:16,'2024-06-04 11:21:16'),Private Lender,general,0,0,0
4732,Everest Finance Corporatio,,,2024-06-04 11:21:16,'2024-06-04 11:21:16'),Other,general,0,0,0
4733,Lendstrait Financial Group Inc,,,2024-06-04 11:21:16,'2024-06-04 11:21:16'),Credit Union,general,0,0,0
4734,Scott&#039;s Trustee Cor,,,2024-06-04 11:21:16,'2024-06-04 11:21:16'),Trust Company,general,0,0,0
4735,968549 Ontario Inc,,,2024-06-04 11:21:17,'2024-06-04 11:21:17'),Other,general,0,0,0
4736,Progressive Civil Solutions Cor,,,2024-06-04 11:21:17,'2024-06-04 11:21:17'),Other,general,0,0,0
4737,1467042 Ontario Inc,,,2024-06-04 11:21:17,'2024-06-04 11:21:17'),Other,general,0,0,0
4738,Clarksburg Contractors Ltd,,,2024-06-04 11:21:18,'2024-06-04 11:21:18'),Major Bank,general,0,0,0
4739,Trident Mortgage Investment Cor,,,2024-06-04 11:21:20,'2024-06-04 11:21:20'),Private Lender,residential,0,0,0
4740,David &amp; Bonnie Steve,,,2024-06-04 11:21:20,'2024-06-04 11:21:20'),Other,general,0,0,0
