(1,'Canal City Realty Limited','Thorold','Niagara S','','','Serge Anthony Carpino','2023-12-20 16:16:14','2023-12-20 16:16:14'),
(3380,'Royal Lepage Real Estate Services Ltd.','Toronto','Metro Toronto','royallepage.ca','','','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3381,'Royal St.andrews Real Estate Services Limited','Toronto','Metro Toronto','','','Peter J Macinnis','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3382,'Royal Star Realty Inc','Toronto','Metro Toronto','royalstarrealty.com','','','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3383,'Royal York Real Estate Limited','Toronto','Metro Toronto','','','Michael Chu','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3384,'Royaline Real Estate Limited','Toronto','Metro Toronto','','','Demetre Jim Folias','2024-01-31 12:11:15','2023-12-20 17:26:41'),
(3385,'Royalty Distinction Realty Inc.','Toronto','Metro Toronto','','','Frances Ho','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3386,'Royce Realty Inc.','Toronto','Metro Toronto','','','Ronald F Bluestein','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3387,'Rsi Real Estate Services Inc.','Toronto','Metro Toronto','','','Frank J. Volpe','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3388,'Rubikon Realty Inc.','Toronto','Metro Toronto','rubikonrealty.com','','Andrey Rukosuyev','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3389,'Rui De Realty Inc.','Toronto','Metro Toronto','','','Hao You','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3390,'Russell & Ward Realty Corporation','Toronto','Metro Toronto','russellandward.com','','Allan Leslie Ward','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3391,'Rybak Realty Inc.','Toronto','Metro Toronto','','','Sandra Roth','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3392,'S & H Realty Corporation','Toronto','Metro Toronto','shrealtycorp.com','','Danny Klempfner','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3393,'S. Ankin Realty Inc.','Toronto','Metro Toronto','','','Sheldon C. Anklewicz','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3394,'S. Botsis Realty Ltd.','Toronto','Metro Toronto','','','Spyridoula Roula Botsis','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3395,'S. Jhaveri Real Estate Limited','Toronto','Metro Toronto','','','Sajuli Jhaveri','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3396,'S. Liut Realty Limited','Toronto','Metro Toronto','','','Silvano Liut','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3397,'S.o.r.a. Real Estate & Insurance Limited','Toronto','Metro Toronto','','','Emilio Mammone','2024-01-31 12:27:23','2023-12-20 17:26:41'),
(3398,'Sachs Realty Inc.','Toronto','Metro Toronto','','','George Sachs','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3399,'Safeland Realty Inc.','Toronto','Metro Toronto','','','Nick Perioris','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3400,'Sage - Talkcondo Ltd.','Toronto','Metro Toronto','talkcondo.com','','Rohit Bhandari','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3401,'Sage Next Real Estate Limited','Toronto','Metro Toronto','sagerealestate.ca','','Jordan Thomas Mcgoey','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3402,'Sage Real Estate Limited','Toronto','Metro Toronto','sagerealestate.ca','','Larry G Sage','2023-12-20 17:26:41','2023-12-20 17:26:41'),
(3403,'Salthill Property Management Inc.','Toronto','Metro Toronto','salthillcapital.com','','Donald Joseph Burton','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3404,'Salvatore F Greco','Toronto','Metro Toronto','','','Salvatore F Greco','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3405,'Sam Mcdadi Real Estate Inc.','Toronto','Metro Toronto','mcdadi.com','','','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3406,'Samad Homes Realty Inc.','Toronto','Metro Toronto','samadhomes.com','','Omar Nashaat Abdel Samad','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3407,'San Star Realty Inc.','Toronto','Metro Toronto','sanstar.ca','','Winnifred Mary Ng','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3408,'Sandra Rinomato Realty Inc.','Toronto','Metro Toronto','rinomato.com','','Sandra Maria Rinomato','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3409,'Santee Realty Inc','Toronto','Metro Toronto','','','Santee C C Leung','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3410,'Save Max Real Estate Inc.','Toronto','Metro Toronto','savemax.com','','','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3411,'Savecom Realty Inc.','Toronto','Metro Toronto','','','Jin Mug Cho','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3412,'Savills Inc.','Toronto','Metro Toronto','savills.ca','','Howard S Bogler','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3413,'Scotia Real Estate Inc.','Toronto','Metro Toronto','scotiabank.com','','Peter Greg Zorbas','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3414,'Scott Wilberforce Thomas','Toronto','Metro Toronto','','','Scott Wilberforce Thomas','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3415,'Search Realty Corp.','Toronto','Metro Toronto','searchrealty.ca','','','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3416,'Secure Capital Realty Inc.','Toronto','Metro Toronto','','','Anthony Laird Williams Arnoldi','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3417,'Seidman Real Estate Limited','Toronto','Metro Toronto','','','Donna Seidman','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3418,'Seligman Commercial Real Estate Corporation','Toronto','Metro Toronto','seligmancommercial.com','','Richard Wayne Seligman','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3419,'Sequel Realty Ltd.','Toronto','Metro Toronto','mysequel.ca','','Joanne Verissimo','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3420,'Seymour Real Estate Inc.','Toronto','Metro Toronto','seymourrealestate.ca','','Jethro Simon Seymour','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3421,'Shahriar Shibley','Toronto','Metro Toronto','','','Shahriar Shibley','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3422,'Shawn Tahririha Group Realty Ltd.','Toronto','Metro Toronto','soldwithshawn.com','','Shaheen Tahririha','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3423,'Shearwater Real Estate Limited','Toronto','Metro Toronto','','','Sarah Segal','2023-12-20 17:26:42','2023-12-20 17:26:42'),
(3424,'Shel Realty Inc.','Toronto','Metro Toronto','shelrealty.ca','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3425,'Shirriff Wells Real Estate Group Inc.','Toronto','Metro Toronto','shirriffwells.com','','Andrew Wells','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3426,'Sia Realty Inc.','Toronto','Metro Toronto','rickjoshi.ca','','Rakesh Joshi','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3427,'Sidorova Inwood Realty Inc.','Toronto','Metro Toronto','sidorovainwood.com','','Michael Kirby Inwood','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3428,'Signature Realty Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3429,'Signature Realty Point Inc.','Toronto','Metro Toronto','','','Amin Jinnah','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3430,'Silverstarr Realty Inc.','Toronto','Metro Toronto','silverstarr.ca','','Harry Lieberman','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3431,'Sincere Realty Inc','Toronto','Metro Toronto','','','Victor W.k. Ng','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3432,'Skill Realty Inc.','Toronto','Metro Toronto','subodhsharma.ca','','Subodh Sharma','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3433,'Skyalliance Realty Inc','Toronto','Metro Toronto','','','Parthena Patty Keroglidis','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3434,'Skyview Realty Ltd.','Toronto','Metro Toronto','skyviewrealty.com','','Domenic Iannuzziello','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3435,'Slavens & Associates Real Estate Inc.','Toronto','Metro Toronto','slavensrealestate.com','','Darren Michael Slavens','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3436,'Sloane Real Estate Limited','Toronto','Metro Toronto','sloanerealestate.ca','','Samira B. Jaffer','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3437,'Smart Choice Realty Solutions Inc.','Toronto','Metro Toronto','','','Ralph Nardi','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3438,'Smart Choice Team Inc.','Toronto','Metro Toronto','smartchoiceteam.com','','Sherwin Dimaculangan','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3439,'Smart Move Realty Inc.','Toronto','Metro Toronto','smartmoverealty.ca','','Orest Artus','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3440,'Soho Classic Realty Ltd.','Toronto','Metro Toronto','sohoclassicrealty.com','','Kent Rostami','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3441,'Sol City Realty Limited','Toronto','Metro Toronto','','','Suganthini Senthinathan','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3442,'Solid Rock Realty Inc.','Toronto','Metro Toronto','ssrealty.ca','','Gina Rose Cristello','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3443,'Soltanian Real Estate Inc.','Toronto','Metro Toronto','','','Shahnaz Soltanian','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3444,'Sonte Realty Inc.','Toronto','Metro Toronto','','','Charanjit Jauhal','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3445,'Sophie Jaremko Real Estate Limited','Toronto','Metro Toronto','','','Christine Jaremko','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3446,'South Hill Real Estate Limited','Toronto','Metro Toronto','southhillrealestate.ca','','Archie Kin-mo Yau','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3447,'South Muskoka Realty Ltd.','Toronto','Metro Toronto','','','Ian Frederick Heerdegen','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3448,'Southvale Realty Inc.','Toronto','Metro Toronto','','','Bessie Anagnostopoulos','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3449,'Soze Real Estate Services Inc.','Toronto','Metro Toronto','adgar.com','','Chris G. Tambakis','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3450,'Spear Realty Inc.','Toronto','Metro Toronto','spearrealty.ca','','Diana Duc Quan Hoang','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3451,'Spire Commercial Realty Inc.','Toronto','Metro Toronto','spirerealty.ca','','Kane Perry Willmott','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3452,'Springate-renaud Holdings Inc.','Toronto','Metro Toronto','evcanada.com','','Anita Renate Springate-renaud','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3453,'Square Feet Inc.','Toronto','Metro Toronto','schillaci.ca','','Michael Schillaci','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3454,'Square Yards Real Estate Inc.','Toronto','Metro Toronto','squareyards.com','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3455,'Squarecube Real Estate Inc.','Toronto','Metro Toronto','squarecube.ca','','Marvin George Joseph','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3456,'St. George Realty Ltd','Toronto','Metro Toronto','','','George Vuckovich','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3457,'Starion Realty Inc.','Toronto','Metro Toronto','starionrealty.com','','Chukwudi Samuel Anyanwu','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3458,'Starland Realty Ltd.','Toronto','Metro Toronto','','','Ike Wilchfort','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3459,'Starts Realty Canada Inc.','Toronto','Metro Toronto','','','Jun-ichi Hosotsuji','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3460,'Stephen Edward Johnson','Toronto','Metro Toronto','','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3461,'Stepstone Realty Ltd.','Toronto','Metro Toronto','','','Radica R. Domian','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3462,'Stormont Partners Advisory Inc.','Toronto','Metro Toronto','stormontpartners.com','','Owen Cartwright','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3463,'Strata Realty Inc.','Toronto','Metro Toronto','strata.ca','','Robert Alexander Van Rhijn','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3464,'Streetcity Realty Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3465,'Streetscape Real Estate Service Inc.','Toronto','Metro Toronto','streetscaperetail.com','','Ryan Lee Mcgrath','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3466,'Stronghold Real Estate Inc','Toronto','Metro Toronto','strongholdinc.com','','','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3467,'Sturino Realty Limited','Toronto','Metro Toronto','','','Nicola Ann Mclauchlin','2023-12-20 17:26:43','2023-12-20 17:26:43'),
(3468,'Summerhill Prestige Real Estate Ltd.','Toronto','Metro Toronto','trebnet.com','','Dina Maglietta','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3469,'Summit Realty Inc.','Toronto','Metro Toronto','','','Deanna Dimonte','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3470,'Superior Realty Point Inc.','Toronto','Metro Toronto','realtypoint.ca','','Angelika Bekman','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3471,'Supreme Realty Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3472,'Susan Gucci Realty Inc.','Toronto','Metro Toronto','susangucci.com','','Franco Gucci','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3473,'Sutton Group - Admiral Realty Inc.','Toronto','Metro Toronto','teamadmiral.com','','Murray Goldkind','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3474,'Sutton Group - Old Mill Linda Tickins Inc.','Toronto','Metro Toronto','lindatickins.com','','Linda J. Tickins','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3475,'Sutton Group - Tower Realty Ltd.','Toronto','Metro Toronto','','','Kulvir Pharmaha','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3476,'Sutton Group Old Mill Realty Inc.','Toronto','Metro Toronto','sutton.com','','Loic Danis','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3477,'Sutton Group Realty Systems Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3478,'Sutton Group Security Real Estate Inc.','Toronto','Metro Toronto','suttonsecurity.ca','','Robert Joseph Volpentesta','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3479,'Sutton Group-associates Realty Inc.','Toronto','Metro Toronto','','','Henry Balaban','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3480,'Svs Realty Inc.','Toronto','Metro Toronto','svsrealty.com','','Arlene Melinte','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3481,'Swiss Canadian Management Company Limited','Toronto','Metro Toronto','swisscanadian.ca','','Dragana Brasic','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3482,'Synergy Real Estate Consulting Limited','Toronto','Metro Toronto','scholarproperties.com','','Tyler Ross','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3483,'T. O. Condos Realty Inc.','Toronto','Metro Toronto','tocondos.com','','Benjamin Persaud','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3484,'Taihome Realty Inc.','Toronto','Metro Toronto','','','Yuanqian Wei','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3485,'Tailored Realty Inc.','Toronto','Metro Toronto','tailoredrealtyinc.com','','Nichole Natasha Taylor','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3486,'Tamer Celik','Toronto','Metro Toronto','','','','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3487,'Target One Realty Inc.','Toronto','Metro Toronto','','','Xiaochuan Su','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3488,'Target West Realty Inc.','Toronto','Metro Toronto','','','Surinder P Goyal','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3489,'Taylor Co. Realty Solutions Inc.','Toronto','Metro Toronto','taylorcoltd.com','','Allan A.m. Taylor','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3490,'Taza Real Estate Inc.','Toronto','Metro Toronto','tazarealestate.com','','Nancy Rita Taza','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3491,'Tck Realty Inc.','Toronto','Metro Toronto','tckfinehomes.com','','George Filntissis','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3492,'Td Cornerstone Commercial Realty Inc.','Toronto','Metro Toronto','tdsecurities.com','','Ashley Jude Martis','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3493,'Team Soberano Real Estate Services Inc.','Toronto','Metro Toronto','teamsoberano.com','','Julie Ann Soberano','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3494,'Tenant Advisors Inc.','Toronto','Metro Toronto','tenantadvisors.ca','','Edward Anthony Glavan','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3495,'Terra Realty Inc. Brokerage','Toronto','Metro Toronto','terrarealty.ca','','Giorgio A. Carloni','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3496,'Terrabona Realty Advisory Inc.','Toronto','Metro Toronto','terrabona.ca','','Toivo Karl Heinsaar','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3497,'Terracomm Realty Inc.','Toronto','Metro Toronto','','','Babak Sarshar','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3498,'Terrequity Realty Inc','Toronto','Metro Toronto','terrequity.com','','','2023-12-20 17:26:44','2023-12-20 17:26:44'),
(3499,'The Behar Group Realty Inc.','Toronto','Metro Toronto','thebehargroup.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3500,'The Brokerage Inc.','Toronto','Metro Toronto','theagencyre.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3501,'The Cobblestone Real Estate Company Inc.','Toronto','Metro Toronto','','','Stephanie A Borg','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3502,'The Commercial Realty Group Ltd.','Toronto','Metro Toronto','commergroup.com','','Clayton John Smith','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3503,'The Daniels Realty Corporation','Toronto','Metro Toronto','danielscorp.com','','Dominic J Tompa','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3504,'The Diamond Realty Inc.','Toronto','Metro Toronto','thediamondrealty.ca','','Gary Chahinian','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3505,'The Guardian Home Realty Inc.','Toronto','Metro Toronto','','','Sutharsan Nadarajah','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3506,'The Market Real Estate Inc.','Toronto','Metro Toronto','raneen.ca','','Raneen Dhadli','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3507,'The Other Guys Realty Corp.','Toronto','Metro Toronto','togrealty.com','','Marek Yale Edell','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3508,'The Real Estate Centre Inc.','Toronto','Metro Toronto','wearetrec.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3509,'The Real Estate Office Inc.','Toronto','Metro Toronto','therealestateoffice.ca','','Shahab Roozbahani','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3510,'The Weir Team Brokerage Inc.','Toronto','Metro Toronto','theweirteam.ca','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3511,'Thomas Robert Reiner','Toronto','Metro Toronto','','','','2024-01-31 12:27:23','2023-12-20 17:26:45'),
(3512,'Titan York Realty Corporation','Toronto','Metro Toronto','titanyork.com','','Aaron Paul Graben','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3513,'T-one Group Realty Inc. Brokerage','Toronto','Metro Toronto','t-onegroup.ca','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3514,'Top Assets Realty Inc.','Toronto','Metro Toronto','topassetsrealty.com','','Lu Yi','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3515,'Top House Realty Inc.','Toronto','Metro Toronto','','','Ruofei Wu','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3516,'Top Producer Team Realty Inc.','Toronto','Metro Toronto','topproducerteam.ca','','Amandeep Kaur Dhillon','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3517,'Topcan Consulting Inc.','Toronto','Metro Toronto','','','Jining Mo','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3518,'Torbridge Realty Inc','Toronto','Metro Toronto','','','Suzanne H.y. Chiang','2024-01-31 12:27:23','2023-12-20 17:26:45'),
(3519,'Toronto Boutique Realty Ltd.','Toronto','Metro Toronto','torontoboutiquerealty.com','','William Yeung','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3520,'Toronto Central Inc.','Toronto','Metro Toronto','bhhstoronto.ca','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3521,'Toronto Downtown Condos Corp.','Toronto','Metro Toronto','torontodowntowncondos.com','','Imran Rashid Khan','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3522,'Toronto Home Realty Inc.','Toronto','Metro Toronto','torontohomerealty.com','','Janet Minard','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3523,'Toronto Homes And Buildings Realty Inc.','Toronto','Metro Toronto','','','Nader Akhbari','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3524,'Toronto Lofts Realty Corp.','Toronto','Metro Toronto','torontolofts.ca','','Edwin K Brdlik','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3525,'Toronto Real Estate Services Ltd.','Toronto','Metro Toronto','thewaz.ca','','Vincent Edward Wazonek','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3526,'Toronto West Realty Inc.','Toronto','Metro Toronto','torontowestrealty.com','','Ruth Anne Adams','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3527,'Torontopia Real Estate Brokerage Inc.','Toronto','Metro Toronto','torontopia.com','','Brennan Gene Aguanno','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3528,'Toronto\'s Best Home Realty Inc.','Toronto','Metro Toronto','','','Fatemeh Donna Mahmoudiani','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3529,'Torrens Realty Corporation','Toronto','Metro Toronto','torrensrealty.com','','Andreas Kondos','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3530,'Toscano Walker Inc.','Toronto','Metro Toronto','','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3531,'Trade One Realty Inc.','Toronto','Metro Toronto','','','Abdulfatah Ebadi','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3532,'Transitions Realty Inc.','Toronto','Metro Toronto','transitionsre.ca','','Keisha Candice Telfer','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3533,'Tri-ace Realty Group Inc.','Toronto','Metro Toronto','','','William Chung Tou Ng','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3534,'Tri-home Real Estate Ltd.','Toronto','Metro Toronto','','','Bernardino Spensieri','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3535,'Trillium Lane Realty Ltd.','Toronto','Metro Toronto','trilliumlane.ca','','Loyz Yvonne Muc','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3536,'Triovest Realty Advisors Inc.','Toronto','Metro Toronto','triovest.com','','Miriam Allison Hasko','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3537,'Tri-park Realty Limited','Toronto','Metro Toronto','','','Abe Larry Buchbinder','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3538,'Triple L Realty Inc.','Toronto','Metro Toronto','','','Menelik Fernandes','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3539,'Triple Max Realty Corporation','Toronto','Metro Toronto','','','Hong Wen','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3540,'Tripod Realty Inc.','Toronto','Metro Toronto','','','Ninghui Hao','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3541,'Trr Real Estate Brokerage','Toronto','Metro Toronto','','','Thomas Robert Reiner','2024-01-31 12:27:23','2023-12-20 17:26:45'),
(3542,'Truman Realty International Inc. Brokerage','Toronto','Metro Toronto','','','Liia Truman','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3543,'Trust Realty Group Inc.','Toronto','Metro Toronto','trustrealtygroup.ca','','Gregory Barry Makin','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3544,'Trusted One Realty Inc.','Toronto','Metro Toronto','','','Sumit Joshi','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3545,'Trusted Realty Source Inc.','Toronto','Metro Toronto','trustedrealtysource.com','','Medyan Al-issa','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3546,'Trustwell Realty Inc','Toronto','Metro Toronto','trustwellrealtyinc.com','','Stephen C.c. Wong','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3547,'Ulrike Gunda Streit','Toronto','Metro Toronto','','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3548,'Ungerman Associates Real Estate Limited','Toronto','Metro Toronto','ungerman.ca','','Alan B Ungerman','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3549,'Union Realty Brokerage Inc.','Toronto','Metro Toronto','declute.com','','Rochelle Suzzanne Declute','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3550,'United Century Real Estate Limited','Toronto','Metro Toronto','','','Frank Kosec','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3551,'Universal Home Realty Inc.','Toronto','Metro Toronto','universalhomerealty.com','','Kai Ren','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3552,'Unreserved Realty Inc.','Toronto','Metro Toronto','unreserved.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3553,'Uppercase Realty Inc.','Toronto','Metro Toronto','','','Steve Upegui','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3554,'Upperside Real Estate Limited','Toronto','Metro Toronto','','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3555,'Urban Capital Realty Inc.','Toronto','Metro Toronto','urbancapital.ca','','Taya Yana Rose Erin Cook','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3556,'Urban Empire Realty Corporation','Toronto','Metro Toronto','','','Suk Yan Young','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3557,'Urban Landmark Realty Inc','Toronto','Metro Toronto','urbanlankmark.com','','','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3558,'Urban Realty Inc.','Toronto','Metro Toronto','royallepageurban.com','','Anna Michaelidis','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3559,'Urban Realty Point Inc.','Toronto','Metro Toronto','','','Arsalan Baig','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3560,'Urban Reform Realty Inc.','Toronto','Metro Toronto','urbanreformrealty.com','','Toran Alison Eggert','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3561,'Urban Sites Corp','Toronto','Metro Toronto','','','Paul L Mcgregor','2023-12-20 17:26:45','2023-12-20 17:26:45'),
(3562,'Urban Toronto Real Estate Inc.','Toronto','Metro Toronto','urbantorontorealty.ca','','Sean Daniel Morris','2023-12-20 17:26:45','2023-12-20 17:26:45'),
